english,current_telugu
a scan,ఒక స్కాన్
a scan & b scan,ఒక స్కాన్ & బి స్కాన్
a scan biometry,ఒక స్కాన్ బయోమెట్రీ
"a-98/a, sector 34, noida - 201307, uttar pradesh","A-98 / A, సెక్టార్ 34, నోయిడా - 201307, ఉత్తరప్రదేశ్ "
a-one creation pvt. limited,A- ఒక సృష్టి Pvt. పరిమిత
a.b. road,ఏ.బి.రోడ్ 
"a.j. hospital & research centre,","ఎ.జె.ఆసుపత్రి  & ప్రయోగశాల కేంద్రం ,"
a.p healthcare & trauma centre,A.P హెల్త్కేర్ & ట్రామా సెంటర్
"a1, new friends colony, new delhi- 110025","A1, న్యూ ఫ్రెండ్స్ కాలనీ, న్యూ ఢిల్లీ- 110025 "
"a1/169 a, janakpuri, metro pillar 616, new delhi-110058","A1 / 169 A, Janakpuri, మెట్రో స్తంభం 616, న్యూ ఢిల్లీ -110058 "
"a10, south extension, part- 2 , new delhi - 110049","A10, సౌత్ ఎక్స్టెన్షన్, పార్ట్- 2, న్యూఢిల్లీ - 110049 "
"a14 &15, pushpanjali vikas marg extn.,delhi -110092","AD 14 & 15, Worpage డెవలప్మెంట్ వే ఎస్టాటోటన్, ఢిల్లీ -110092 "
"a142/1, a142, ganesh nagar, tilak nagar, delhi  110018","142/1, 142, గణేష్ నగర్, తిలక్ నగర్, ఢిల్లీ 110018 "
"a89, shukkar bazar road, vikas nagar, uttam nagar, new delhi  110059","89, షక్కర్ బజార్ రోడ్, వికాస్ నగర్, ఉత్తమ నగర్, న్యూఢిల్లీ 110059 "
"aa16. 3rd main road, annanagar, chennai  600040, tamil nadu","A. 16. 3 ఆర్డి మెయిన్ రోడ్, అన్ననగర్, చెన్నై 600040, తమిళనాడు "
aadhar health institue (a unit of vlcom healthcare private limited),ఆధార్ హెల్త్ ఇన్స్టిట్యూట్ (VLCOM హెల్త్కేర్ ప్రైవేట్ లిమిటెడ్ యూనిట్)
aakash healthcare super speciality hospital,ఆకాష్ హెల్త్కేర్ సూపర్ స్పెషాలిటీ హాస్పిటల్
aarogya hospital,ఆరాగో ఆసుపత్రి
"aarogya hospital (a unit of kastura medicos ltd.), vaishali","రోగ్య హాస్పిటల్ (షాస్తురి మెడికోస్ లార్డ్ యొక్క యూనిట్), వైశాలి "
aashka hospitals limited,అశ్కా హాస్పిటల్స్ లిమిటెడ్
aastha kidney & superspeciality hospital,ఆస్తా కిడ్నీ & సూపర్స్పాలిటీ హాస్పిటల్
aayush nri lepl health care private limited,ఆయుష్ ఎన్ఆర్ఐ ఎల్ఇపిఎల్ హెల్త్ కేర్ ప్రైవేట్ లిమిటెడ్
ab scan & ultrasound biomicroscopy,AB స్కాన్ & అల్ట్రాసౌండ్ బయోమాస్కోపీ
ab scan ultra sonography,AB అల్ట్రా సోనోగ్రఫీని స్కాన్ చేయండి
aberrometry,అబెర్రోమెట్రీ
abg,Abg.
abids,అబిడ్స్ 
abp,అంబులేటరీ బ్లడ్ ప్రెషర్ 
abrol medical centre,అబ్రోల్ మెడికల్ సెంటర్
ace heart & vascular institute,ఏస్ హార్ట్ & వాస్కులర్ ఇన్స్టిట్యూట్
"acharya donde marg, parel east, mumbai  400012, maharashtra","ఆచార్య డాండ్ మార్గ్, పరేల్ ఈస్ట్, ముంబై 40012, మహారాష్ట్ర "
actigraphy,యాక్టీగ్రఫీ 
actio uro gynae centre,యాక్టియో యూరో గైనే సెంటర్
action cancer hospital,యాక్షన్ క్యాన్సర్ ఆసుపత్రి 
adajan,అసంబద్ధం
adarsh nagar,ఆదర్శ నగరం
aditya birla memorial hospital,ఆదిత్య బిర్లా మెమోరియల్ ఆసుపత్రి 
aditya care hospital,ఆదిత్య కేర్ ఆసుపత్రి 
"aditya hospital, boggulakunta","ఆదిత్య ఆసుపత్రి, బొగ్గులకుంట "
aditya super speciality hospital and research centre,ఆదిత్య సూపర్ స్పెషాలిటీ హాస్పిటల్ అండ్ రీసెర్చ్ సెంటర్
"adjoining sehmi saw mills, batala road, amritsar  143001, punjab","సాయంత్రం సాయంత్రం, బటాలా రోడ్, అమృత్సర్ 143001, పంజాబ్ "
advaitha ashram road,అద్వైత ఆశ్రమం రోడ్
"advaitha ashram road, opposite new bus stand, salem - 636016","అద్వైత ఆశ్రమం రోడ్, ఒప్పొసితె న్యూ బస్సు స్టాండ్, సేలం - ౬౩౬౦౧౬ "
advanced glaucoma laser & micro surgery,అధునాతన గ్లాకోమా లేజర్ & మైక్రో సర్జరీ
advanced phaco surgeries,అధునాతన ఫాకో శస్త్రచికిత్సలు
advanced refraction unit,అధునాతన వక్రీకరణ యూనిట్
adyar,Adyar.
aerospace medicine,ఏరోస్పేస్ వైద్యము 
agarwal nursing home,అగర్వాల్ నర్సింగ్ హోమ్
agra,ఆగ్రా
"agra  mathura road (nh2), near sikandra, artoni, agra - 282007, uttar pradesh","ఆగ్రా మధుర రోడ్ (NH2), సికంద్ర, ఆర్టోని, ఆగ్రా సమీపంలో - 282007, ఉత్తరప్రదేశ్ "
agrawal hospital,అగర్వాల్ హాస్పిటల్
"ah 2829, sr. hig sukhliya, m.r.10, indore  452010, madhya pradesh","AH 2829, SR. HIG SUKHLIYA, M.R.10, ఇండోర్ 452010, మధ్యప్రదేశ్ "
ahabalathara,Hahbalathara.
ahmedabad,అహ్మదాబాద్
ahmedabad bariatrics & cosmetic pvt ltd,అహ్మదాబాద్ బారిట్రిక్స్ & కాస్మెటిక్ ప్రైవేట్ లిమిటెడ్
ahmedabad institute of medical services (aims),అహ్మదాబాద్ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సర్వీసెస్ (AIMS)
"ahmedabad sindhu bhavan marg, off s.g. highway, bodakdev, ahmedabad, gujarat  380054","అహ్మదాబాద్ సింధు భవన్ మార్గ్, ఆఫ్ ఎస్.జి. హైవే, బోదక్దేవ్, అహ్మదాబాద్, గుజరాత్ 380054 "
ahmedabad-mehsana highway,అహ్మదాబాద్-మెహ్సానా హైవే
ahmednagar,అహ్మద్ నగర్
ahooja eye and dental institute,అహూజా ఐ అండ్ డెంటల్ ఇన్స్టిట్యూట్
aig hospitals ( a unit of asian institute of gastroenterology private limited),AIG హాస్పిటల్స్ (ASIAN ఇన్స్టిట్యూట్ ఆఫ్ గ్యాస్ట్రోఎంటరాలజీ ప్రైవేట్ లిమిటెడ్)
air force central medical establishment,వాయు సైన్య కేంద్ర వైద్య స్థాపన
airport road,విమానాశ్రయం రహదారి
ajit nagar,అజిత్ నగర్
ajmer,అజ్మీర్
ajnala road,అజాలాలా రోడ్
"ajnala road , amritsar  143001, punjab","అజన్నాలా రోడ్, అమృత్సర్ 143001, పంజాబ్ "
akal eye hospital,అకిల్ ఐ ఆస్పత్రి
akanksha hospital and research institute,Akanksha హాస్పిటల్ మరియు రీసెర్చ్ ఇన్స్టిట్యూట్
akota,ఆకోట 
akshar chowk,పాత్ర చౌక్
akshaya hospital,అక్షయ ఆసుపత్రి
al arif hospital,నాకు ఒక కార్పోరల్ ఉంది
"alak nagar, ttd kalyana mandapam premises","తిలక్ నగర్, టీటీడీ కళ్యాణ మండపం ప్రెమిసెస్ "
alambagh,అలాంబాగ్
alappuzha,అలప్పుజ
alchemist hospital,ఆల్కెమిస్ట్ ఆసుపత్రి
alcohol deaddiction,మద్యం ప్రమాణ ఉపశ్యము
alexis multispeciality hospital,అలెక్సిస్ మల్టీసిపాలిటీ హాస్పిటల్
alipore,అలిపోరె 
allahabad,అలహాబాద్
allapuzha,అల్లపుజ్హ 
allopathic dispensary,అల్లోపతిక్ డిస్పెన్సరీ
allopathic opd services,అల్లోపతిక్ ఓపీడీ(OPD) సేవలు 
altis multispeciality hospital,Altis multispeciality ఆసుపత్రి
aluva,Aluva.
alwar,ఆల్వార్
alwarpet,అల్వార్పెట్
amala institute of medical sciences,అమలా ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
amala nagar,ఆమ్లా నగర్
amaltas institute of medical sciences,అమాల్టాల ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
amandeep hospital,అమినీప్ హాస్పిటల్
amar hospital,అమర్ ఆసుపత్రి 
"amaravati road, ravinagar square, nagpur  440033, maharashtra","అమరావతి రోడ్, రైనాగర్ స్క్వేర్, నాగపూర్ 440033, మహారాష్ట్ర "
ambala,అంబాలా
ambala city,అంబాలా సిటీ
"ambala road, pehow, kurukshetra  136128, haryana","అంబాలా రోడ్, పెహౌ, కురుక్షేత్ర 136128, హర్యానా "
ambedhkar colony extension,అంబేడ్ఖర్ కాలనీ పొడిగింపు
ambedkar chowk,అంబేద్కర్ చౌక్
ambedkar marg,అంబేద్కర్ మార్గ్
ambica vihar,అంబికా విహార్
amblyopia,అంబోటోపియా
ambulatory bp monitoring,అంబులరేటరీ BP(బిపి)  పర్యవేక్షణ
amcare hospital,అమర్స్ ఆసుపత్రి
ameerpet,అమీర్పేట్
american oncology institute,అమెరికన్ ఆంకాలజీ ఇన్స్టిట్యూట్
aminjikarai,"ఓహ్, పారిశుధ్యం "
"amri hospital, mukundapur","అమరి హాస్పిటల్, ముకుంద్పూర్ "
amri hospitals,అమ్రి హాస్పిటల్స్
"amri hospitals ltd., dhakuria","అమరి హాస్పిటల్ లెఫ్టినెంట్, ధకురి "
